AdfgStreamCode,StreamName,SurveyDate,Comments,BeginLatitude,BeginLongitude,BeginComments,EndLatitude,EndLongitude,EndComments,ExtentLatitude,ExtentLongitude,ExtentComments,DistanceMeters,SpeciesCode,CommonName,AliveCount,DeadCount,PreviouslySampledCount,TotalCount,NumberofSpecimens,NumberStrays,PercentStrays,numReadOK,numMarked,numUnMarked,SurveySamplers
112-42-10250,Kadashan River,8/19/13,,57.72113058,-135.2243293,,57.69432448,-135.2184868,,,,,3005.710122,450,Chum Salmon,,,,,12,0,0,11,0,11,
112-42-10250,Kadashan River,8/20/13,,57.71867014,-135.2236487,,57.69047335,-135.2132274,,,,,3201.217429,450,Chum Salmon,40,,,40,9,0,0,9,0,9,
112-42-10250,Kadashan River,7/24/14,"Many fresh chums, none spawned out. Our samples are bear kills. Murkyness of the river esp. lower mile likely led to some chums going uncounted. Most fish found below the fork (850).There once was a team that went walking,an elusive prey they were stalkingThey saw some large bears,who, all unawares,did cause our team to keep stopping.",57.71416057,-135.2171278,,57.68194768,-135.203903,,,,,3673.271094,450,Chum Salmon,861,6,,867,4,0,0,4,0,4,"Adrienne Wilber, Bryan Ferguson, Scott Fox"
112-42-10250,Kadashan River,8/3/14,"Surveyed from mid tide upstream. Pinks holding motionless in pools, very lttle spawning activity. A few chum live chum mixed  in, very few!  Checked first pools on east fork, then up west fork. Slow going as west fork richly endowed wih large woody debris. In entire survey saw only six pink carcasses.  Collected otolihs from only chum carcass found, also found 2 partial chum heAds.  The most live chum seen were at mid tide level, perhaps as many as 50 mixed with pinks.",57.72010742,-135.2146504,,57.68445908,-135.2193347,,,,,3980.052226,450,Chum Salmon,50,3,,53,1,0,0,1,0,1,"nick olmsted, Molly Kemp"
112-42-10250,Kadashan River,8/13/14,"Moderately high water, slow going. Water dark tho not turbid, impossible to see in pools.  Pinks spawning enthusiastically in upper range of tide.   Saw 15 or 16 live chum below fork. In east fork pinks spread out and spawning, one live chum seen.  EVidence of significant flood. The few chum carcasses found very rotten, plastered against log jams.",57.73249603,-135.2137796,,57.68469304,-135.2133702,,,,,5323.994169,450,Chum Salmon,17,,,17,6,1,16.67,6,1,5,"nick olmsted, Molly Kemp"
112-42-10250,Kadashan River,8/26/14,"Water moderate but rising fast in heavy rain.  Quite a few pink carcasses in tide flats and uppe rintertidal, found 6 chum carcasses there, also 5 heads with otoliths missing thanks to brain-loving bear. Checked short distance up  west fork, then east fork.  A few live chum seen in upper intertidal, none in forks. ",57.71959642,-135.2252119,,57.6910133,-135.213471,,,,,3259.419286,450,Chum Salmon,,11,,11,6,0,0,6,0,6,"nick olmsted, Molly Kemp"
112-42-10250,Kadashan River,7/24/15,"SURVEY QUALITY: POOR Nick, Molly, and Wendy came over to the Bear to discuss the new protocol and start the survey with us.  We took two skiff's to the left side of the mouth and anchored them so that they would run dry throughout the day.  Laded on the Beach at 0930.  Surveyed up the stream as a group.  Fish were seen in lower stretches, but we weren't able to identify them.  First visible chum was seen shortly before the fork at 1100.  We split into two groups to survey both forks of the stream.  We had only observed 9 chums by the fork.  Both crews turned around at 1330.  Back to the boats at 1600.  End point of survey represents the highest point surveyed on the right fork.  The highest point surveyed on the left fork was at N57°02.989’  W135°19.415’.  Some pinks were observed throughout the run.  No new redds were observed and all pinks and chums appeared prespawn.  The stream was dark throughout with low visibility especially in deep pools where most of the fish were observed.  The water level was slightly high.  Kadashan is characterized by lots of log jams and large woody debris above the fork.  It was partly cloudy with a slight breeze.  Around 7 bears observed.  Almost got run over by two bucks on our walk across the tide flats in the morning.  High tide was at 0722 at 11.2' (Juneau).",57.71370663,-135.2173642,,57.68894201,-135.2217158,,,,,2770.271608,450,Chum Salmon,28,0,,28,0,,,,,,"Ashley Bolwerk, Aaryn Smith, Danielle Watson, Dave Magnus"
112-42-10250,Kadashan River,8/1/15,"SURVEY QUALITY: FAIR Left the Bear at 0800 and got dropped off on the tide flat to walk the entire extent of of the intertidal stream looking for dead chums.  No chums were observed until the tree line.  All chums were observed in pools with very few showing any mold.  Lots more pinks seen on both sides of the stream.  Only 3 chums were seen on the right fork, but the stream never narrowed or braided before turn around point.  Left fork was surveyed until stream got very narrow, shallow and braided.  Pink salmon were huge on this stream for both of our visits.  Stream was up slightly from last visit, with even darker water.  High tide was at 14:52 of 15.5' (Tenakee).  Weather was mostly cloudy with scattered showers.  Two bears observed.  One shrew seen.",57.7319388,-135.2264421,,57.68077834,-135.2025625,,,,,5873.017214,450,Chum Salmon,41,0,,41,0,,,,,,"Ashley Bolwerk, Aaryn Smith, Danielle Watson, Ben Adams"
112-42-10250,Kadashan River,9/1/15,"This survey followed another period of rain,heavy at times, and resulting high water. Started survey at -2.4 tide, crisscrossed vast tideflats while moving boat upstream on incoming tide.Lots of pink carcasses strewn everywhere, only 3 very ripe chum carcasses found in low flats,then 2  more collected above usfs site,one of those dispatched by us.  A few live chum still actively spawning, counted 23. Still good numbers of live pinks actively spawning.",57.73206183,-135.2137185,,57.69338014,-135.2171912,,,,,4313.049164,450,Chum Salmon,23,5,,28,5,1,20,5,1,4,"Molly Kemp, Nick Olmsted"
112-46-10070,Seal Bay Head,7/27/13,,57.82441532,-135.5770545,,57.81933744,-135.5971337,,,,,1320.466281,450,Chum Salmon,625,200,,825,192,1,0.53,189,1,188,
112-46-10070,Seal Bay Head,8/3/13,,57.82481028,-135.573035,,57.82228447,-135.5994004,,,,,1591.780974,450,Chum Salmon,200,600,,800,288,1,0.35,285,1,284,
112-46-10070,Seal Bay Head,7/24/14,"This survey wa actually conducted on 7/25, and is the second survey taken on the same day since two crews split up at the Fork. This crew took the east Fork. ",57.82438238,-135.582213,,57.81323386,-135.6032282,,,,,1761.143307,450,Chum Salmon,564,4,,568,5,0,0,5,0,5,"Ben Adams, Scott Fox, Adrienne Wilber, Bryan Ferguson"
112-46-10070,Seal Bay Head,7/25/14,west forkend at gravel bank east side,57.82210648,-135.599483,,57.81606749,-135.6258582,,,,,1705.707439,450,Chum Salmon,438,8,,446,4,0,0,4,0,4,"Ben Adams, molly kemp, nick olmsted"
112-46-10070,Seal Bay Head,7/31/14,"abundant evidence of major flood since last trip. bars allswept clean, to banks in most places.  new trees downdid not attempt exact count of live chum , rough estimate 450 definitely less than on july 25 still dense pools of pinks at edge of tide but no fresh chum visible in those groups",57.82450038,-135.575931,,57.81324477,-135.6294257,,,,,3417.473986,450,Chum Salmon,,98,,98,83,4,4.82,83,4,79,"nick olmsted, Molly Kemp"
112-46-10070,Seal Bay Head,8/6/14,"Chum spawning and dying in usual prime area, carcasses washing downstream.  Lots of pinks in tide and lower pools, some pinks spawning.  Went very short distance up east fork.  ",57.824464,-135.5755799,,57.82138117,-135.5995239,,,,,1463.695356,450,Chum Salmon,,,,,151,2,1.36,147,2,145,"nick olmsted, Molly Kemp"
112-46-10070,Seal Bay Head,8/18/14,"Water still high, evidence of major flood since last trip.  More big changes at mouth and bars swept clean.  Found chum carcasses in old channels,  still some chum spawning there too saw perhaps 50 to 75. Lots of fish and redds in channel that was dry on our first trip, still about a thousand pink probably doomed as wster goes down.  Water too high to cross safely at fork, no carcasses of either species in more confined channel above the braided  Too deep and dark to see live fish. ",57.82478438,-135.5762194,,57.82312755,-135.598996,,,,,1365.973215,450,Chum Salmon,75,,,75,38,2,5.26,38,2,36,"nick olmsted, Molly Kemp"
112-46-10070,Seal Bay Head,8/28/14,"Difficult tide for dealing with skiff.  Ran around numerous high intertidal channels like rats in a maze. Lots of pinks, huge numbers of birds. A ll but three chum carcasses found within reach of tide . 67 total.  Saw 70 to 80 live chum, some remarkably fresh.",57.82635184,-135.5690167,,57.82146441,-135.5996488,,,,,1899.895302,450,Chum Salmon,80,67,,147,79,2,2.56,78,2,76,"nick olmsted, Molly Kemp"
112-46-10070,Seal Bay Head,7/26/15,SURVEY QUALITY: GOOD Lots of pinks made viewing difficult in lower stream but higher up very good viewing as pinks streamed by against light sand. Very discouraging lack of chum. Majority of  chum actively spawning.  Chum carcasses spawned out.  Most of the chum above  cliff  in cottonwood area. fewer than 70 seen below cliff. Huge intertidal oxbow channel now totally dry and filling in.,57.8243042,-135.5817621,,57.80784691,-135.6467797,,,,,4277.026726,450,Chum Salmon,241,30,,271,34,1,2.94,34,1,33,"Molly Kemp, Nick Olmsted, Wendy Stern"
112-46-10070,Seal Bay Head,8/5/15,SURVEY QUALITY: GOOD Water lower than last trip. Visibility very good.  Somewhat more pinks than last time. Pinks beginning to spawn and die. Less than one percent of pinks dead.  Turned around just before white cliff.,57.82437916,-135.5798717,,57.81496078,-135.6282558,,,,,3060.815457,450,Chum Salmon,84,69,,153,65,0,0,64,0,64,"Molly Kemp, Nick Olmsted, Wendy Stern"
112-46-10070,Seal Bay Head,8/20/15,"SURVEY QUALITY: FAIR Abundant evidence of recent high water. Large trees moved downstream100 yards. We scoured tide flats for carcasses. Pink carcasses strewn every where, chum carcasses sparse,  except more concentrated in now cut off oxbow channels that used to be main  spawning channels.  Live chum, actively spawning in those channels and straight stretch. Surveyed to fork, banks swept clean and few carcasses, some live chum.   Definitely worth another trip.",57.82747073,-135.5762611,,57.82222812,-135.5994421,,,,,1496.091894,450,Chum Salmon,167,88,,255,86,0,0,81,0,81,"Molly Kemp, Nick Olmsted, Wendy Stern"
112-46-10070,Seal Bay Head,8/26/15,"SURVEY QUALITY: FAIR Chum still spawning in cut off oxbows, which are dry at top but low ends reached by 13' tide.  Majority of samples collected in those areas and by scouring new braided channels in  high intertidal area.  Bear lunch counter.!  Few chum alive or dead in previously popular straight stretch below fork.  ",57.82415183,-135.5787601,,57.8218824,-135.6006584,,,,,1325.609596,450,Chum Salmon,127,154,,281,143,0,0,135,0,135,"Molly Kemp, Nick Olmsted, Wendy Stern"
112-48-10190,Little Goose Creek,7/30/13,,57.9282281,-135.7708943,,57.90881365,-135.7790576,,,,,2215.773893,450,Chum Salmon,300,30,,330,30,0,0,30,0,30,
112-48-10190,Little Goose Creek,8/14/13,,57.93123509,-135.7754793,,57.91326995,-135.7732747,,,,,2005.150441,450,Chum Salmon,50,120,,170,110,0,0,106,0,106,
112-48-10190,Little Goose Creek,8/1/14,"water very clear and visibility excellent  very few chum , alive or dead  evidence of recent flood some of the 13 carcasses sampled were wedged in crevasses or root wads  estimate app. 80 live chum seen",57.92932472,-135.7727251,,57.90875396,-135.7789245,,,,,2320.367438,450,Chum Salmon,80,13,,93,13,0,0,13,0,13,"nick olmsted, Molly Kemp"
112-48-10190,Little Goose Creek,8/20/14,"River still high though perfectly clear. Arrived at modest high tide, pinks spawning in upper intertidal , 4 live chum .  Very few fish in meadow stretch, a few pinks in timber but no csrcases of either species. Flood evidence more than three feet above current relatively high water.  Turned back in order to search tide flats, all two samples found there. lots of pink carcasses at mid tide range.",57.93086295,-135.7724244,,57.91312762,-135.7746501,,,,,1979.69346,450,Chum Salmon,4,0,,4,2,0,0,2,0,2,"nick olmsted, Molly Kemp"
112-48-10190,Little Goose Creek,7/29/15, Water too high to walk in or cross creek.  Fish visible in pools almost all pinks. No chum seen in likely/previously popular spawning areas. A few pinks actively spawning.  Single chum carcass was unspawned female found in tide zone.,57.9295288,-135.7727551,,57.91008527,-135.7756421,,,,,2172.296018,450,Chum Salmon,3,1,,4,1,0,0,1,0,1,"Molly Kemp, Nick Olmsted, Wendy Stern"
112-48-10190,Little Goose Creek,8/7/15,"Water much lower than last trip.  Visibility good.  Lots of pinks, mostly holding in pools. Some pinks spawning , less than one percent of pinks dead.  Chum prospects pretty bleak.  Walked farther upstream than ever before, gradient steeper and alders on both sides.  Very beary.",57.92970883,-135.7737192,,57.90446069,-135.7805207,,,,,2840.789501,450,Chum Salmon,32,9,,41,6,0,0,6,0,6,"Molly Kemp, Nick Olmsted, Wendy Stern"
112-48-10190,Little Goose Creek,8/21/15,"Stream banks scoured by recent flood. Water still higher than last trip, usual crossing spots too deep. Silt deposits above banks.  Only saw 8 live chum.  Wind picking up and forecast awful, turned around after first big log jam.   Probably not worth another trip.",57.93050945,-135.7704914,,57.9134255,-135.7728557,,,,,1907.898284,450,Chum Salmon,8,9,,17,7,0,0,7,0,7,"Molly Kemp, Nick Olmsted, Wendy Stern"
112-50-10300,Freshwater Creek,8/6/13,,57.94550758,-135.2093771,,57.93307689,-135.2432912,,,,,2439.711816,450,Chum Salmon,75,,,75,83,2,2.5,80,2,78,
112-50-10300,Freshwater Creek,8/15/13,,57.94263059,-135.2144904,,57.9363707,-135.2378636,,,,,1550.098863,450,Chum Salmon,25,,,25,89,1,1.12,89,1,88,
112-50-10300,Freshwater Creek,8/15/14,"high water. attempted survey anyway, found two samples quickly then nothing. observed post spawn pinks being washed out as well as carcasses. Observed 12 live chum, most fresh. Water to high/dark for accurate live count. ",57.93428024,-135.2480659,,57.93583135,-135.2329856,,,,,909.9023126,450,Chum Salmon,,,,,2,0,0,2,0,2,"Adrienne Wilber, Bryan Ferguson, Scott Fox"
112-50-10300,Freshwater Creek,8/24/14,started at 0900 at 2 mile bridge and worked down to flats,57.93398991,-135.2484075,,57.94123404,-135.2125268,,,,,2273.40428,450,Chum Salmon,233,83,,316,88,1,1.19,84,1,83,"derrick miller, Ben Adams, Kelly Lawrence, Alaire Hughey"
112-50-10300,Freshwater Creek,8/26/14,"Day 2 on Freshwater Ck (8/24 on Ben's tablet). Hiked from bridge overland to intertidal area, saw one sow and two cubs in open field that left as soon as we made presence known. ,Started in intertidal area at 1000 (Begin Location), working US, focused effort in lower reach and on live fish based on work completed here 8/24/2014. Almost immediately we saw another sow with two cubs fishing US of us. We made our presence known but she made no effort to move. We processed what we could safely gather, then after about 1.5hrs decided to move on. Walked around her to deep pool by tall cut bank (processing area 2), skipping about 200 yards of stream. Stream had several side channels US of PA3 that we skipped in order to stay together. No fish observed btwn PA 3 and 4. Finished at bridge (End Location) at 1515.",57.93855786,-135.2167029,,57.93412055,-135.2477835,,,,,1906.32057,450,Chum Salmon,252,49,,301,29,1,3.45,29,1,28,"Kelly Lawrence, Alaire Hughey, Derrick Miller"
112-50-10300,Freshwater Creek,7/27/15,SURVEY QUALITY: POORWe started our survey at 10:00 am just below the north fork bridge and walked to where the south fork meets up.  Ben's crew walked the south fork from the bridge there to the mouth.  Their start and end location was taken to show the stretch of stream covered and our processing areas show the stretch we covered on the north fork.  Raining most of the day and water level visibly increased.  Visibility went down very quickly and effected our live/dead counts along with the huge number of pink salmon.  The live chums observed where not post spawned with two exceptions and the other two samples collected where dead and/or preyed upon.  Majority of chum observed closer to the starting pount for the north fork.  There was a young brown bear at the start of the flats that was unwilling to give up his reach of stream.,57.93402,-135.24799,,57.94129,-135.21241,,,,,2257.790008,450,Chum Salmon,107,2,,109,4,0,0,4,0,4,"Alaire Hughey, Jarrod Yelton, Katie Shink, Brian LeBlanc, Roger Vallion, Ben Adams"
112-50-10300,Freshwater Creek,8/5/15,"SURVEY QUALITY: GOODSurvey started at 9:00 am. South Fork of Freshwater up from the bridge, walked up approx. 1 1/2 miles sampling all the way. Slow through the canyon. Once out of the canyon picked up and chum were present. Lost fishing pole, tempers flared. Bear sighted on way down. Did the 'start' of survey at South Fork at the furthest upstream location. Then traveled to bridge of North Fork (Freshwater). Worked our way downstream to GPS location (where stream is closest to the road), which was a little over a mile. Our end point for the single Freshwater survey was the bridge point at North Fork. Found upper extent (series of large rapid areas followed by a 40 ft. waterfall), which is included in the survey. Water was clear, visibility high. Sunny day. ",57.95468953,-135.2900664,,57.93442639,-135.2697831,,57.95240566,-135.2728533,,2556.629584,450,Chum Salmon,115,25,,140,40,0,0,40,0,40,"Alaire Hughey, Jarrod Yelton, Katie Shink, Brian LeBlanc"
112-50-10300,Freshwater Creek,8/14/15,"SURVEY QUALITY: FAIR Began survey at 9:30 am on the North Fork of Freshwater Creek. Low, clear water conditions. Reached the confluence of the North and South Forks of Freshwater Creek, proceded down beyond toward tidal flats. Most of the live chum counted were seen in this stretch of stream. Returned by taking the South Fork, which had low, turbidy water. Survey conditions (alive/dead) were determined to be fair due to the high turbidity of the South Fork and large number of pink salmon in deep pools. Survey ended at 4:00 pm. ",57.94754614,-135.2625792,,57.93924804,-135.2205555,,,,,2654.955254,450,Chum Salmon,108,47,,155,50,4,8,50,4,46,"Alaire Hughey, Jarrod Yelton, Katie Shink, Brian LeBlanc"
